episode,seed_0,seed_1,seed_2
154,16.0,16.0,23.0
155,27.0,15.0,10.0
156,31.0,35.0,20.0
157,30.0,17.0,19.0
158,14.0,29.0,21.0
159,14.0,13.0,27.0
160,28.0,25.0,19.0
161,21.0,25.0,12.0
162,18.0,14.0,14.0
163,31.0,10.0,21.0
164,16.0,15.0,16.0
165,27.0,32.0,12.0
166,10.0,19.0,21.0
167,12.0,10.0,18.0
168,32.0,18.0,35.0
169,22.0,14.0,23.0
170,22.0,13.0,54.0
171,10.0,24.0,34.0
172,31.0,21.0,9.0
173,27.0,11.0,25.0
174,18.0,16.0,43.0
175,11.0,23.0,19.0
176,20.0,13.0,24.0
177,26.0,19.0,10.0
178,33.0,25.0,14.0
179,12.0,48.0,19.0
180,48.0,12.0,26.0
181,29.0,19.0,18.0
182,14.0,25.0,31.0
183,22.0,19.0,16.0
184,14.0,26.0,19.0
185,22.0,20.0,27.0
186,10.0,11.0,22.0
187,27.0,32.0,13.0
188,16.0,10.0,36.0
189,21.0,14.0,23.0
190,9.0,18.0,12.0
191,20.0,57.0,29.0
192,13.0,23.0,10.0
193,10.0,18.0,36.0
194,19.0,17.0,12.0
195,35.0,36.0,16.0
196,22.0,15.0,34.0
197,16.0,24.0,13.0
198,31.0,44.0,62.0
199,20.0,14.0,25.0
200,12.0,12.0,37.0
201,12.0,13.0,41.0
202,21.0,20.0,22.0
203,33.0,24.0,31.0
204,43.0,19.0,17.0
205,14.0,32.0,15.0
206,13.0,14.0,23.0
207,12.0,16.0,15.0
208,55.0,24.0,21.0
209,11.0,28.0,15.0
210,21.0,57.0,19.0
211,10.0,32.0,19.0
212,20.0,38.0,18.0
213,27.0,12.0,23.0
214,15.0,47.0,63.0
215,51.0,40.0,80.0
216,15.0,16.0,14.0
217,25.0,23.0,41.0
218,19.0,43.0,12.0
219,18.0,16.0,17.0
220,21.0,11.0,47.0
221,15.0,18.0,32.0
222,81.0,25.0,18.0
223,15.0,20.0,22.0
224,12.0,45.0,21.0
225,20.0,8.0,28.0
226,35.0,10.0,44.0
227,39.0,14.0,10.0
228,18.0,11.0,52.0
229,10.0,15.0,16.0
230,19.0,11.0,14.0
231,13.0,19.0,30.0
232,15.0,15.0,17.0
233,22.0,41.0,11.0
234,43.0,13.0,26.0
235,35.0,43.0,18.0
236,14.0,11.0,38.0
237,22.0,33.0,15.0
238,30.0,38.0,21.0
239,16.0,20.0,10.0
240,18.0,18.0,22.0
241,19.0,16.0,19.0
242,19.0,40.0,12.0
243,21.0,10.0,28.0
244,21.0,13.0,18.0
245,17.0,17.0,20.0
246,15.0,21.0,16.0
247,35.0,13.0,23.0
248,12.0,16.0,21.0
249,11.0,13.0,46.0
250,10.0,21.0,21.0
251,60.0,33.0,19.0
252,40.0,13.0,13.0
253,11.0,21.0,12.0
254,31.0,10.0,29.0
255,17.0,20.0,23.0
256,11.0,15.0,25.0
257,12.0,38.0,47.0
258,39.0,24.0,14.0
259,11.0,15.0,16.0
260,39.0,25.0,20.0
261,20.0,23.0,14.0
262,10.0,34.0,19.0
263,16.0,17.0,13.0
264,55.0,67.0,12.0
265,16.0,31.0,15.0
266,13.0,16.0,11.0
267,20.0,20.0,20.0
268,12.0,22.0,43.0
269,19.0,24.0,22.0
270,16.0,38.0,15.0
271,46.0,10.0,12.0
272,43.0,48.0,31.0
273,20.0,42.0,28.0
274,16.0,11.0,52.0
275,14.0,13.0,21.0
276,29.0,20.0,15.0
277,15.0,18.0,30.0
278,22.0,26.0,36.0
279,22.0,15.0,29.0
280,26.0,9.0,13.0
281,9.0,39.0,18.0
282,12.0,58.0,17.0
283,13.0,15.0,34.0
284,22.0,12.0,25.0
285,33.0,11.0,9.0
286,51.0,9.0,59.0
287,15.0,29.0,18.0
288,18.0,12.0,20.0
289,39.0,17.0,41.0
290,16.0,20.0,17.0
291,15.0,17.0,22.0
292,27.0,25.0,10.0
293,35.0,20.0,61.0
294,38.0,25.0,30.0
295,16.0,18.0,26.0
296,32.0,54.0,14.0
297,20.0,52.0,16.0
298,14.0,16.0,12.0
299,28.0,18.0,11.0
300,16.0,30.0,59.0
301,47.0,14.0,19.0
302,20.0,20.0,27.0
303,50.0,31.0,16.0
304,17.0,31.0,9.0
305,14.0,11.0,26.0
306,16.0,13.0,68.0
307,20.0,22.0,10.0
308,21.0,23.0,23.0
309,13.0,22.0,11.0
310,44.0,23.0,20.0
311,19.0,39.0,13.0
312,30.0,48.0,24.0
313,18.0,30.0,13.0
314,16.0,10.0,22.0
315,19.0,11.0,28.0
316,15.0,20.0,15.0
317,16.0,51.0,12.0
318,52.0,32.0,70.0
319,9.0,12.0,19.0
320,11.0,20.0,76.0
321,21.0,15.0,24.0
322,10.0,53.0,10.0
323,18.0,20.0,10.0
324,17.0,34.0,51.0
325,40.0,45.0,35.0
326,13.0,14.0,18.0
327,16.0,29.0,12.0
328,26.0,21.0,26.0
329,19.0,24.0,41.0
330,9.0,14.0,13.0
331,77.0,18.0,33.0
332,16.0,19.0,21.0
333,21.0,14.0,14.0
334,23.0,24.0,14.0
335,42.0,37.0,17.0
336,20.0,38.0,46.0
337,29.0,15.0,21.0
338,18.0,20.0,19.0
339,21.0,24.0,34.0
340,20.0,14.0,18.0
341,33.0,30.0,25.0
342,57.0,17.0,20.0
343,49.0,76.0,14.0
344,10.0,13.0,21.0
345,20.0,29.0,31.0
346,17.0,25.0,11.0
347,11.0,18.0,28.0
348,18.0,19.0,20.0
349,16.0,32.0,76.0
350,14.0,29.0,18.0
351,16.0,25.0,44.0
352,16.0,27.0,24.0
353,40.0,18.0,24.0
354,24.0,10.0,24.0
355,16.0,12.0,36.0
356,29.0,20.0,36.0
357,14.0,18.0,41.0
358,11.0,22.0,24.0
359,14.0,11.0,21.0
360,28.0,26.0,22.0
361,30.0,26.0,15.0
362,14.0,19.0,10.0
363,14.0,17.0,16.0
364,26.0,12.0,28.0
365,31.0,10.0,16.0
366,12.0,30.0,27.0
367,14.0,39.0,21.0
368,74.0,23.0,18.0
369,24.0,14.0,10.0
370,14.0,32.0,19.0
371,16.0,21.0,29.0
372,22.0,13.0,11.0
373,21.0,23.0,29.0
374,15.0,18.0,22.0
375,15.0,11.0,29.0
376,23.0,20.0,27.0
377,52.0,11.0,20.0
378,24.0,15.0,40.0
379,20.0,19.0,28.0
380,15.0,12.0,11.0
381,40.0,24.0,22.0
382,14.0,48.0,17.0
383,25.0,16.0,12.0
384,12.0,25.0,22.0
385,14.0,44.0,30.0
386,16.0,53.0,25.0
387,24.0,20.0,23.0
388,17.0,20.0,25.0
389,53.0,18.0,35.0
390,30.0,59.0,19.0
391,15.0,11.0,33.0
392,34.0,15.0,33.0
393,54.0,17.0,19.0
394,15.0,32.0,22.0
395,28.0,70.0,13.0
396,47.0,10.0,24.0
397,60.0,15.0,20.0
398,22.0,24.0,24.0
399,49.0,21.0,49.0
400,15.0,57.0,50.0
401,33.0,19.0,12.0
402,21.0,36.0,17.0
403,26.0,14.0,12.0
404,33.0,20.0,30.0
405,11.0,10.0,19.0
406,20.0,28.0,17.0
407,30.0,16.0,13.0
408,37.0,18.0,19.0
409,22.0,21.0,15.0
410,10.0,22.0,19.0
411,29.0,15.0,14.0
412,25.0,38.0,9.0
413,10.0,20.0,22.0
414,46.0,20.0,39.0
415,25.0,11.0,12.0
416,22.0,38.0,13.0
417,12.0,20.0,46.0
418,37.0,18.0,12.0
419,32.0,21.0,28.0
420,10.0,19.0,25.0
421,26.0,41.0,24.0
422,25.0,16.0,43.0
423,20.0,33.0,12.0
424,9.0,32.0,63.0
425,61.0,24.0,37.0
426,30.0,11.0,22.0
427,13.0,15.0,9.0
428,14.0,26.0,9.0
429,22.0,11.0,18.0
430,21.0,9.0,22.0
431,16.0,12.0,17.0
432,15.0,16.0,27.0
433,37.0,14.0,34.0
434,15.0,19.0,14.0
435,34.0,26.0,20.0
436,31.0,29.0,36.0
437,17.0,40.0,37.0
438,37.0,18.0,34.0
439,23.0,13.0,21.0
440,56.0,11.0,38.0
441,14.0,26.0,28.0
442,17.0,16.0,26.0
443,14.0,12.0,46.0
444,15.0,16.0,19.0
445,16.0,16.0,9.0
446,19.0,13.0,38.0
447,16.0,21.0,15.0
448,11.0,35.0,17.0
449,14.0,15.0,17.0
450,27.0,11.0,15.0
451,28.0,20.0,19.0
452,17.0,30.0,28.0
453,74.0,21.0,28.0
454,15.0,11.0,20.0
455,28.0,13.0,16.0
456,16.0,30.0,13.0
457,36.0,52.0,11.0
458,15.0,17.0,45.0
459,22.0,16.0,19.0
460,78.0,24.0,9.0
461,31.0,30.0,13.0
462,18.0,9.0,30.0
463,16.0,35.0,16.0
464,30.0,26.0,21.0
465,11.0,12.0,16.0
466,24.0,19.0,24.0
467,14.0,31.0,14.0
468,41.0,21.0,11.0
469,22.0,19.0,10.0
470,17.0,15.0,39.0
471,21.0,53.0,15.0
472,19.0,12.0,21.0
473,9.0,29.0,34.0
474,21.0,19.0,49.0
475,15.0,32.0,11.0
476,40.0,9.0,28.0
477,16.0,28.0,21.0
478,11.0,14.0,23.0
479,18.0,22.0,16.0
480,27.0,17.0,9.0
481,15.0,18.0,18.0
482,9.0,16.0,18.0
483,15.0,21.0,14.0
484,32.0,21.0,13.0
485,25.0,44.0,29.0
486,13.0,23.0,18.0
487,19.0,56.0,22.0
488,14.0,25.0,25.0
489,14.0,19.0,15.0
490,16.0,23.0,47.0
491,24.0,35.0,18.0
492,17.0,16.0,13.0
493,31.0,14.0,15.0
494,56.0,23.0,21.0
495,17.0,16.0,53.0
496,25.0,18.0,21.0
497,13.0,11.0,27.0
498,16.0,45.0,19.0
499,19.0,17.0,13.0
